timestamp,location,load_value
2024-09-16 00:00:00,Station_A,129.5736268964958
2024-09-16 00:15:00,Station_A,102.40370395839676
2024-09-16 00:30:00,Station_A,108.01515030546958
2024-09-16 00:45:00,Station_A,110.62163592523568
2024-09-16 01:00:00,Station_A,117.48365943722182
2024-09-16 01:15:00,Station_A,128.600062126257
2024-09-16 01:30:00,Station_A,124.16417273797374
2024-09-16 01:45:00,Station_A,126.16248773879299
2024-09-16 02:00:00,Station_A,128.5419473339376
2024-09-16 02:15:00,Station_A,105.61313697286698
2024-09-16 02:30:00,Station_A,125.40775931983872
2024-09-16 02:45:00,Station_A,122.54080661810755
2024-09-16 03:00:00,Station_A,106.7989743769313
2024-09-16 03:15:00,Station_A,145.46170362280833
2024-09-16 03:30:00,Station_A,118.51828115577206
2024-09-16 03:45:00,Station_A,104.42561049117491
2024-09-16 04:00:00,Station_A,101.83087470642741
2024-09-16 04:15:00,Station_A,141.1415973248023
2024-09-16 04:30:00,Station_A,102.13423934629895
2024-09-16 04:45:00,Station_A,105.51195331130373
2024-09-16 05:00:00,Station_A,136.86203372578916
2024-09-16 05:15:00,Station_A,138.34020821092355
2024-09-16 05:30:00,Station_A,108.85316095052451
2024-09-16 05:45:00,Station_A,131.11761441778575
2024-09-16 06:00:00,Station_A,102.67302776124279
2024-09-16 06:15:00,Station_A,105.02549497031117
2024-09-16 06:30:00,Station_A,105.72723226452426
2024-09-16 06:45:00,Station_A,136.9059888380503
2024-09-16 07:00:00,Station_A,117.33465497469307
2024-09-16 07:15:00,Station_A,101.51945155131223
2024-09-16 07:30:00,Station_A,104.0787750088377
2024-09-16 07:45:00,Station_A,122.93703537343465
2024-09-16 08:00:00,Station_A,108.09118340228292
2024-09-16 08:15:00,Station_A,133.96955477371574
2024-09-16 08:30:00,Station_A,118.90133635536878
2024-09-16 08:45:00,Station_A,147.95787844680797
2024-09-16 09:00:00,Station_A,127.97597281527166
2024-09-16 09:15:00,Station_A,113.07668772707959
2024-09-16 09:30:00,Station_A,140.6409431380198
2024-09-16 09:45:00,Station_A,127.63256585603986
2024-09-16 10:00:00,Station_A,106.15492215048519
2024-09-16 10:15:00,Station_A,102.32114139504046
2024-09-16 10:30:00,Station_A,133.78784331486455
2024-09-16 10:45:00,Station_A,139.01937308700647
2024-09-16 11:00:00,Station_A,124.0625053875356
2024-09-16 11:15:00,Station_A,138.88088044433047
2024-09-16 11:30:00,Station_A,105.38176119901475
2024-09-16 11:45:00,Station_A,106.17204780421875
2024-09-16 12:00:00,Station_A,147.7332383127179
2024-09-16 12:15:00,Station_A,133.68127364459363
2024-09-16 12:30:00,Station_A,133.39345263321277
2024-09-16 12:45:00,Station_A,105.13416445007041
