timestamp,location,load_value
2024-09-09 00:00:00,Station_A,105.57837678709576
2024-09-09 00:15:00,Station_A,104.28058908070939
2024-09-09 00:30:00,Station_A,106.61605254603394
2024-09-09 00:45:00,Station_A,132.10694132366825
2024-09-09 01:00:00,Station_A,136.3054741147665
2024-09-09 01:15:00,Station_A,103.43774437267737
2024-09-09 01:30:00,Station_A,117.69195868394115
2024-09-09 01:45:00,Station_A,142.19255182227883
2024-09-09 02:00:00,Station_A,124.55184883030552
2024-09-09 02:15:00,Station_A,139.0029481194897
2024-09-09 02:30:00,Station_A,146.05047725485628
2024-09-09 02:45:00,Station_A,104.64842057636409
2024-09-09 03:00:00,Station_A,136.6473155369642
2024-09-09 03:15:00,Station_A,118.79814937623387
2024-09-09 03:30:00,Station_A,121.03004911291882
2024-09-09 03:45:00,Station_A,120.77960733426855
2024-09-09 04:00:00,Station_A,109.42724768994422
2024-09-09 04:15:00,Station_A,118.05560344103871
2024-09-09 04:30:00,Station_A,107.85583578324669
2024-09-09 04:45:00,Station_A,135.0992541170624
2024-09-09 05:00:00,Station_A,142.01219279614665
2024-09-09 05:15:00,Station_A,116.78907197869316
2024-09-09 05:30:00,Station_A,116.2448751650463
2024-09-09 05:45:00,Station_A,119.17161830369956
2024-09-09 06:00:00,Station_A,112.46117193079544
2024-09-09 06:15:00,Station_A,107.40558019393245
2024-09-09 06:30:00,Station_A,146.82054012599414
2024-09-09 06:45:00,Station_A,139.64441375222322
2024-09-09 07:00:00,Station_A,130.0784454831777
2024-09-09 07:15:00,Station_A,107.87049139259089
2024-09-09 07:30:00,Station_A,145.18935713043058
2024-09-09 07:45:00,Station_A,122.55288977261992
2024-09-09 08:00:00,Station_A,101.74371102889233
2024-09-09 08:15:00,Station_A,117.35862365376826
2024-09-09 08:30:00,Station_A,101.60316119097995
2024-09-09 08:45:00,Station_A,138.76446057304122
2024-09-09 09:00:00,Station_A,121.04393028312322
2024-09-09 09:15:00,Station_A,140.0441898568124
2024-09-09 09:30:00,Station_A,109.39431227993374
2024-09-09 09:45:00,Station_A,103.83514129513074
2024-09-09 10:00:00,Station_A,106.48782756151887
2024-09-09 10:15:00,Station_A,140.30439343954208
2024-09-09 10:30:00,Station_A,117.22231190022293
2024-09-09 10:45:00,Station_A,116.43402988371847
2024-09-09 11:00:00,Station_A,133.28247559516703
2024-09-09 11:15:00,Station_A,102.23179357822352
2024-09-09 11:30:00,Station_A,100.00459220124412
2024-09-09 11:45:00,Station_A,147.40396894403457
2024-09-09 12:00:00,Station_A,104.27542020654711
2024-09-09 12:15:00,Station_A,148.53424810638757
2024-09-09 12:30:00,Station_A,141.47493122742202
2024-09-09 12:45:00,Station_A,128.6347763440882
2024-09-09 13:00:00,Station_A,101.66450854381587
2024-09-09 13:15:00,Station_A,105.29042809411622
2024-09-09 13:30:00,Station_A,104.18363004501339
2024-09-09 13:45:00,Station_A,140.87846526727847
2024-09-09 14:00:00,Station_A,126.74726384668259
2024-09-09 14:15:00,Station_A,146.53524109413644
2024-09-09 14:30:00,Station_A,106.59887190791741
2024-09-09 14:45:00,Station_A,144.75373101991403
2024-09-09 15:00:00,Station_A,146.20065349299762
2024-09-09 15:15:00,Station_A,118.44027623396693
2024-09-09 15:30:00,Station_A,135.5324371743476
2024-09-09 15:45:00,Station_A,128.87268777845802
2024-09-09 16:00:00,Station_A,128.0022010736384
2024-09-09 16:15:00,Station_A,134.3400078201357
2024-09-09 16:30:00,Station_A,144.42592834992084
2024-09-09 16:45:00,Station_A,125.63126865689998
2024-09-09 17:00:00,Station_A,133.30986379310735
2024-09-09 17:15:00,Station_A,109.47691919276483
2024-09-09 17:30:00,Station_A,116.7737654593956
2024-09-09 17:45:00,Station_A,118.56699002840843
2024-09-09 18:00:00,Station_A,146.15099719171914
2024-09-09 18:15:00,Station_A,136.2559247492474
2024-09-09 18:30:00,Station_A,116.67328304528698
2024-09-09 18:45:00,Station_A,149.27557295546683
2024-09-09 19:00:00,Station_A,133.2517195314805
2024-09-09 19:15:00,Station_A,143.42977381930294
2024-09-09 19:30:00,Station_A,105.38389166335594
2024-09-09 19:45:00,Station_A,149.15568939772083
2024-09-09 20:00:00,Station_A,104.35815970399044
2024-09-09 20:15:00,Station_A,147.23545351644987
2024-09-09 20:30:00,Station_A,107.80495429406866
2024-09-09 20:45:00,Station_A,109.5180945556451
2024-09-09 21:00:00,Station_A,134.50675874882555
2024-09-09 21:15:00,Station_A,111.35259835732461
2024-09-09 21:30:00,Station_A,115.25120990064491
2024-09-09 21:45:00,Station_A,124.38545742045437
2024-09-09 22:00:00,Station_A,144.9414798235908
2024-09-09 22:15:00,Station_A,124.284687683307
2024-09-09 22:30:00,Station_A,146.24994818495475
2024-09-09 22:45:00,Station_A,111.14134648051208
2024-09-09 23:00:00,Station_A,117.27005658879997
2024-09-09 23:15:00,Station_A,128.30449463523897
2024-09-09 23:30:00,Station_A,108.23322024889245
2024-09-09 23:45:00,Station_A,146.52130758212255
2024-09-09 00:00:00,Station_B,118.20217933854497
2024-09-09 00:15:00,Station_B,100.61585469903665
2024-09-09 00:30:00,Station_B,106.6885133175316
2024-09-09 00:45:00,Station_B,113.36880906864354
2024-09-09 01:00:00,Station_B,105.56025110466375
2024-09-09 01:15:00,Station_B,123.02495869535454
2024-09-09 01:30:00,Station_B,143.351952576641
2024-09-09 01:45:00,Station_B,129.91503233789746
2024-09-09 02:00:00,Station_B,131.82876188748224
2024-09-09 02:15:00,Station_B,117.46104976764862
2024-09-09 02:30:00,Station_B,134.274694123344
2024-09-09 02:45:00,Station_B,149.39842619693707
2024-09-09 03:00:00,Station_B,110.34921574921148
2024-09-09 03:15:00,Station_B,145.51285604995863
2024-09-09 03:30:00,Station_B,102.06801895154356
2024-09-09 03:45:00,Station_B,108.99300454406213
2024-09-09 04:00:00,Station_B,127.2403598172634
2024-09-09 04:15:00,Station_B,101.33596895971982
2024-09-09 04:30:00,Station_B,142.8671459344149
2024-09-09 04:45:00,Station_B,115.45056104944283
2024-09-09 05:00:00,Station_B,118.4804023130203
2024-09-09 05:15:00,Station_B,137.13788070187388
2024-09-09 05:30:00,Station_B,136.32022985132355
