timestamp,location,load_value
2024-09-27 00:00:00,Station_A,123.40297826729953
2024-09-27 00:15:00,Station_A,116.07547289941691
2024-09-27 00:30:00,Station_A,139.19578863292904
2024-09-27 00:45:00,Station_A,100.62488715899798
2024-09-27 01:00:00,Station_A,133.8597782700782
2024-09-27 01:15:00,Station_A,116.90750330910362
2024-09-27 01:30:00,Station_A,103.97840024899423
2024-09-27 01:45:00,Station_A,118.7919299021678
2024-09-27 02:00:00,Station_A,137.92771596388224
2024-09-27 02:15:00,Station_A,100.00674854881298
2024-09-27 02:30:00,Station_A,146.82837299037067
2024-09-27 02:45:00,Station_A,109.64472002759248
2024-09-27 03:00:00,Station_A,105.75117332271785
2024-09-27 03:15:00,Station_A,146.68628788945023
2024-09-27 03:30:00,Station_A,104.25241099369173
2024-09-27 03:45:00,Station_A,107.04175539051626
2024-09-27 04:00:00,Station_A,131.4110310255282
2024-09-27 04:15:00,Station_A,141.66772857052405
2024-09-27 04:30:00,Station_A,112.58535016857768
2024-09-27 04:45:00,Station_A,124.28235520411243
2024-09-27 05:00:00,Station_A,119.99493337050237
2024-09-27 05:15:00,Station_A,122.41953010418702
2024-09-27 05:30:00,Station_A,114.83443166353989
2024-09-27 05:45:00,Station_A,134.51420303686655
2024-09-27 06:00:00,Station_A,136.75373471549955
2024-09-27 06:15:00,Station_A,108.2878860696316
2024-09-27 06:30:00,Station_A,135.03812303422563
2024-09-27 06:45:00,Station_A,147.43482711879943
2024-09-27 07:00:00,Station_A,107.3417999139558
2024-09-27 07:15:00,Station_A,130.21536910466833
2024-09-27 07:30:00,Station_A,109.37984918376078
2024-09-27 07:45:00,Station_A,101.77365928167815
2024-09-27 08:00:00,Station_A,107.63100629574646
2024-09-27 08:15:00,Station_A,124.1426464338037
2024-09-27 08:30:00,Station_A,133.85968726063675
2024-09-27 08:45:00,Station_A,115.59793822446018
2024-09-27 09:00:00,Station_A,142.4191878172308
2024-09-27 09:15:00,Station_A,113.33286764052835
2024-09-27 09:30:00,Station_A,113.40062624863208
2024-09-27 09:45:00,Station_A,108.82846881712373
2024-09-27 10:00:00,Station_A,147.4224392061886
2024-09-27 10:15:00,Station_A,118.04858335943561
2024-09-27 10:30:00,Station_A,128.4492525190429
2024-09-27 10:45:00,Station_A,128.28026025743162
2024-09-27 11:00:00,Station_A,101.60582604372232
2024-09-27 11:15:00,Station_A,113.79824588125084
2024-09-27 11:30:00,Station_A,116.93607082824715
2024-09-27 11:45:00,Station_A,123.64311241160293
2024-09-27 12:00:00,Station_A,146.826477512733
2024-09-27 12:15:00,Station_A,103.79134225414094
2024-09-27 12:30:00,Station_A,140.8390003831005
2024-09-27 12:45:00,Station_A,149.82259435456731
2024-09-27 13:00:00,Station_A,124.52476868296733
2024-09-27 13:15:00,Station_A,135.57001304422022
2024-09-27 13:30:00,Station_A,108.071821236965
2024-09-27 13:45:00,Station_A,126.67527008530641
2024-09-27 14:00:00,Station_A,102.47320915742941
2024-09-27 14:15:00,Station_A,118.5200808625725
2024-09-27 14:30:00,Station_A,110.06375015105426
2024-09-27 14:45:00,Station_A,133.5447403716372
2024-09-27 15:00:00,Station_A,113.09282788276292
2024-09-27 15:15:00,Station_A,119.48993594834458
2024-09-27 15:30:00,Station_A,108.63370368565556
2024-09-27 15:45:00,Station_A,146.0393180809627
2024-09-27 16:00:00,Station_A,140.86146625786066
2024-09-27 16:15:00,Station_A,143.5953197325642
2024-09-27 16:30:00,Station_A,132.36213773905837
2024-09-27 16:45:00,Station_A,135.01490865851895
2024-09-27 17:00:00,Station_A,119.44699558475384
2024-09-27 17:15:00,Station_A,124.17109829086732
2024-09-27 17:30:00,Station_A,119.59127391750322
2024-09-27 17:45:00,Station_A,125.48877613414571
2024-09-27 18:00:00,Station_A,123.90548643406223
2024-09-27 18:15:00,Station_A,109.96804527766771
2024-09-27 18:30:00,Station_A,148.56938006719554
